Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id,satisfaction_txt,dissatisfaction_txt
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,50,Pays really well Free food Looks good on resume,"Google wants 60-hour weeks. If you have a 150 IQ, Google is okay with 50-hour weeks, otherwise, 60-hour weeks are required to keep your job. Work is mind-numbingly boring, e.g. sustaining software written 10-20 years ago, mostly. Culture is declining QUICKLY Too many people are competing for your job so Google has CS PhDs doing plumbing work."
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0,51,Pretty good benifits and bank.,Being challanged everyday. Having no life.
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,52,"great work culture , good for starters",long hours can be unreasonable
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3,53,Amazing and talented co workers best place to work at $$$,All the perks makes me not want to leave work
35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,54,People and culture are terrific,None that I can think of
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,55,"Brilliant colleagues, excellent engineering standards, a clear career progression, ample mentorship, challenging and interesting projects, exposure to the bleeding edge of technologies, excellent work-life balance, top-notch code standards, great benefits, delicious food, beautiful work environment.  Internal mobility is amazing. If you ever feel like you need a new team or a new challenge, you can transfer at will. Joining Google doesn't mean you join a particular team, it means you're entering a huge community of brilliant people doing exciting things who are eager to have you join them.  You'll learn what it looks like when engineering is done right. Stay for more than a few years and recruiters won't be able to get enough of you. ""Ex-Googler"" carries a lot of weight, and I've seen lots of people leave Google to take on shockingly influential roles at startups and other companies.","Promotions are extremely demanding. When in doubt, the entire organization defaults to ""no,"" so you'll need to jump through a lot of hoops to get promoted. Promotions are centered around complexity and impact, which tends to discourage simple solutions to important product problems, as well as low-impact but important work like code maintenance.  There have been some attempts to encourage more code maintenance but in my opinion it isn't being rewarded enough. As a result, there is a number of roles that people take on that you tend not to see, most notably that of the code style stickler whose impact comes in the form of improving existing code.  Also on the topic of impact, you can execute a large, multi-year project and still not get promoted if it doesn't land with the expected impact.  --  This depends on personal preference, but the office spaces are almost universally open-plan, which some people find makes it difficult to focus. Google NYC has been in a real estate crunch for over four years, and people are being hired faster than we can build office space to accommodate them. Lots of trading floor-style desks.  --  Personal projects and side hustles are limited to what doesn't compete with any Google products. In theory it sounds reasonable, but in reality Google has a finger in pretty much every pie, which means you'll have to ask permission for everything you make outside work."
33,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,56,"For the right people it can be a great place. Good compensation, free food, massages, relaxed work environment.",Projects can be boring or useless. Work may not be appreciated. Performance evaluation can be random. Colleges can be very nerdy and may never talk to you. SWEs may treat you like second-class citizens (even though the company emphasizes respect).
35,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,57,"Brilliant people, tons of awesome technical infrastructure, focus on technical excellence, great ability to move between projects and become well-rounded.",- Skills inside Google aren't always easily transferrable to other companies because there's so much proprietary infra. - People are often way over-qualified for the tasks they're working on. - Everything moves too slowly. There are a million gate-keepers
35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,58,NA,NA
31,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,59,"comfortable environment, free food, nice people",difficult to promote in google
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,60,"great benefits, great people, dynamic environment","Depending on the department and clients, hours can be very long."
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8,61,Great company with creative ideas.,No cons at this point.
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,62,"Here you receive a great opportunity to solve worthwhile problems with outstanding teammates  Great benefits, great pay",There's the danger of getting too familiar and comfortable with the internal tooling that you lose touch with the tools & trends of greater software engineering community -- it's like a bubble
50,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,63,nice foodï¼Œnice place ï¼Œnice people,i cannot understand what they talk
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,64,"All good, excellent benefits, okay salary","Computerized humans, too much pressure"
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,65,NA,The pros really outweighed the cons
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,66,"Great benefits, work life balance, and pay for the position.",Company is so large that it can be hard to make any vertical movement.
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,67,Resume filler gets you easy interviews everywhere once you have it,Expensive city Hard to switch teams
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,68,salary was fine but in line with other companies,work was boring. I disliked it.
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,69,"Massive scale, excellent food, and vast majority of colleagues are fantastic to work with.","Can be bureaucratic, and office politics matter a lot."
36,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,70,"Great benefits, Great coworkers and managers",None that I can think of
59,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,71,free food and good pay,too much on call work
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,72,Great benefits Amazing culture Coworkers feel like family,Can get a bit stressful at times
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,73,Food in Pantry is always fresh and healthy,Should provide more raw fruits
